ko	pathway_id	pathway_name
K02390	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02391	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02392	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02393	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02394	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02395	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02396	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K02397	path:map02040;path:ko02040	Flagellar assembly;Flagellar assembly
K05835		
K01754	path:map00260;path:ko00260;path:map00290;path:ko00290;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01200;path:ko01200;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K01470	path:map00330;path:ko00330;path:map01100;path:ko01100	Arginine and proline metabolism;Arginine and proline metabolism;Metabolic pathways;Metabolic pathways
K06929		
K01599	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K04066	path:map03440;path:ko03440	Homologous recombination;Homologous recombination
K03656		
K01058	path:map00564;path:ko00564;path:map00565;path:ko00565;path:map00590;path:ko00590;path:map00591;path:ko00591;path:map00592;path:ko00592;path:map01100;path:ko01100;path:map01110;path:ko01110	Glycerophospholipid metabolism;Glycerophospholipid metabolism;Ether lipid metabolism;Ether lipid metabolism;Arachidonic acid metabolism;Arachidonic acid metabolism;Linoleic acid metabolism;Linoleic acid metabolism;alpha-Linolenic acid metabolism;alpha-Linolenic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K13599	path:map02020;path:ko02020	Two-component system;Two-component system
K13598	path:map02020;path:ko02020	Two-component system;Two-component system
K03500		
K03744		
K03046	path:map03020;path:ko03020	RNA polymerase;RNA polymerase
K03043	path:map03020;path:ko03020	RNA polymerase;RNA polymerase
K02935	path:map03010;path:ko03010	Ribosome;Ribosome
K02864	path:map03010;path:ko03010	Ribosome;Ribosome
K02863	path:map03010;path:ko03010	Ribosome;Ribosome
K02867	path:map03010;path:ko03010	Ribosome;Ribosome
K02601		
K03073	path:map02024;path:ko02024;path:map03060;path:ko03060;path:map03070;path:ko03070	Quorum sensing;Quorum sensing;Protein export;Protein export;Bacterial secretion system;Bacterial secretion system
K02358	path:map04626;path:ko04626	Plant-pathogen interaction;Plant-pathogen interaction
K03648	path:map03410;path:ko03410;path:map05340;path:ko05340	Base excision repair;Base excision repair;Primary immunodeficiency;Primary immunodeficiency
K01609	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K00766	path:map00400;path:ko00400;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K01620	path:map00260;path:ko00260;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01230;path:ko01230	Glycine, serine and threonine metabolism;Glycine, serine and threonine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Biosynthesis of amino acids;Biosynthesis of amino acids
K01658	path:map00400;path:ko00400;path:map00405;path:ko00405;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230;path:map02024;path:ko02024;path:map02025;path:ko02025	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Phenazine biosynthesis;Phenazine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids;Quorum sensing;Quorum sensing;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Pseudomonas aeruginosa
K04782	path:map01053;path:ko01053;path:map01110;path:ko01110	Biosynthesis of siderophore group nonribosomal peptides;Biosynthesis of siderophore group nonribosomal peptides;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K01657	path:map00400;path:ko00400;path:map00405;path:ko00405;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230;path:map02024;path:ko02024;path:map02025;path:ko02025	Phenylalanine, tyrosine and tryptophan biosynthesis;Phenylalanine, tyrosine and tryptophan biosynthesis;Phenazine biosynthesis;Phenazine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids;Quorum sensing;Quorum sensing;Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Pseudomonas aeruginosa
K01783	path:map00030;path:ko00030;path:map00040;path:ko00040;path:map00710;path:ko00710;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map01200;path:ko01200;path:map01230;path:ko01230	Pentose phosphate pathway;Pentose phosphate pathway;Pentose and glucuronate interconversions;Pentose and glucuronate interconversions;Carbon fixation in photosynthetic organisms;Carbon fixation in photosynthetic organisms;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids
K06195		
K00946	path:map00730;path:ko00730;path:map01100;path:ko01100;path:map01240;path:ko01240	Thiamine metabolism;Thiamine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K06996		
K01821	path:map00362;path:ko00362;path:map00621;path:ko00621;path:map00622;path:ko00622;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01220;path:ko01220	Benzoate degradation;Benzoate degradation;Dioxin degradation;Dioxin degradation;Xylene degradation;Xylene degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Degradation of aromatic compounds
K02029		
K02028		
K03743	path:map00760;path:ko00760;path:map01100;path:ko01100	Nicotinate and nicotinamide metabolism;Nicotinate and nicotinamide metabolism;Metabolic pathways;Metabolic pathways
K01561	path:map00361;path:ko00361;path:map00625;path:ko00625;path:map01100;path:ko01100;path:map01120;path:ko01120	Chlorocyclohexane and chlorobenzene degradation;Chlorocyclohexane and chlorobenzene degradation;Chloroalkane and chloroalkene degradation;Chloroalkane and chloroalkene degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K07039		
K25137		
K03092	path:map02020;path:ko02020;path:map02040;path:ko02040;path:map05111;path:ko05111	Two-component system;Two-component system;Flagellar assembly;Flagellar assembly;Biofilm formation - Vibrio cholerae;Biofilm formation - Vibrio cholerae
K06861	path:map02010;path:ko02010	ABC transporters;ABC transporters
K09774		
K01887	path:map00970;path:ko00970	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis
K03179	path:map00130;path:ko00130;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Ubiquinone and other terpenoid-quinone biosynthesis;Ubiquinone and other terpenoid-quinone biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K04761	path:map02026;path:ko02026	Biofilm formation - Escherichia coli;Biofilm formation - Escherichia coli
K03655	path:map03440;path:ko03440	Homologous recombination;Homologous recombination
K07568		
K00773		
K09796		
K01070	path:map00680;path:ko00680;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01200;path:ko01200	Methane metabolism;Methane metabolism;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Carbon metabolism;Carbon metabolism
K16171	path:map00350;path:ko00350;path:map00643;path:ko00643;path:map01100;path:ko01100;path:map01120;path:ko01120	Tyrosine metabolism;Tyrosine metabolism;Styrene degradation;Styrene degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K01433	path:map00630;path:ko00630;path:map00670;path:ko00670;path:map01100;path:ko01100	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;One carbon pool by folate;Metabolic pathways;Metabolic pathways
K01613	path:map00564;path:ko00564;path:map01100;path:ko01100;path:map01110;path:ko01110	Glycerophospholipid metabolism;Glycerophospholipid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K12508		
K20036	path:map00920;path:ko00920;path:map01100;path:ko01100	Sulfur metabolism;Sulfur metabolism;Metabolic pathways;Metabolic pathways
K07045		
K00104	path:map00630;path:ko00630;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K00477	path:map04146;path:ko04146	Peroxisome;Peroxisome
K01476	path:map00220;path:ko00220;path:map00330;path:ko00330;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230;path:map04148;path:ko04148;path:map05146;path:ko05146	Arginine biosynthesis;Arginine biosynthesis;Arginine and proline metabolism;Arginine and proline metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids;Efferocytosis;Efferocytosis;Amoebiasis;Amoebiasis
K08289	path:map00230;path:ko00230;path:map01100;path:ko01100;path:map01110;path:ko01110	Purine metabolism;Purine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K13821	path:map00250;path:ko00250;path:map00330;path:ko00330;path:map01100;path:ko01100;path:map01110;path:ko01110	Alanine, aspartate and glutamate metabolism;Alanine, aspartate and glutamate metabolism;Arginine and proline metabolism;Arginine and proline metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K06997		
K02669		
K02670		
K00020	path:map00280;path:ko00280;path:map01100;path:ko01100	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Metabolic pathways;Metabolic pathways
K07460		
K07056		
K01631	path:map00052;path:ko00052;path:map01100;path:ko01100	Galactose metabolism;Galactose metabolism;Metabolic pathways;Metabolic pathways
K22185	path:map00040;path:ko00040;path:map01100;path:ko01100	Pentose and glucuronate interconversions;Pentose and glucuronate interconversions;Metabolic pathways;Metabolic pathways
K26937		
K01187	path:map00052;path:ko00052;path:map00500;path:ko00500;path:map01100;path:ko01100;path:map01110;path:ko01110	Galactose metabolism;Galactose metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K10234	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10233	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10111	path:map02010;path:ko02010	ABC transporters;ABC transporters
K25307	path:map02020;path:ko02020	Two-component system;Two-component system
K00481	path:map00362;path:ko00362;path:map01100;path:ko01100;path:map01120;path:ko01120;path:map01220;path:ko01220	Benzoate degradation;Benzoate degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Degradation of aromatic compounds
K02114	path:map00190;path:ko00190;path:map00195;path:ko00195;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Photosynthesis;Photosynthesis;Metabolic pathways;Metabolic pathways
K02115	path:map00190;path:ko00190;path:map00195;path:ko00195;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Photosynthesis;Photosynthesis;Metabolic pathways;Metabolic pathways
K02111	path:map00190;path:ko00190;path:map00195;path:ko00195;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Photosynthesis;Photosynthesis;Metabolic pathways;Metabolic pathways
K02113	path:map00190;path:ko00190;path:map00195;path:ko00195;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Photosynthesis;Photosynthesis;Metabolic pathways;Metabolic pathways
K02109	path:map00190;path:ko00190;path:map00195;path:ko00195;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Photosynthesis;Photosynthesis;Metabolic pathways;Metabolic pathways
K02108	path:map00190;path:ko00190;path:map00195;path:ko00195;path:map01100;path:ko01100	Oxidative phosphorylation;Oxidative phosphorylation;Photosynthesis;Photosynthesis;Metabolic pathways;Metabolic pathways
K02116		
K09158		
K03644	path:map00785;path:ko00785;path:map01100;path:ko01100;path:map01240;path:ko01240	Lipoic acid metabolism;Lipoic acid metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K00574		
K02078	path:map00998;path:ko00998;path:map01100;path:ko01100;path:map01110;path:ko01110	Biosynthesis of various antibiotics; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Fumagillin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis;Biosynthesis of various antibiotics; Including: Kanosamine biosynthesis, Aurachin biosynthesis, Bacilysin biosynthesis, Puromycin biosynthesis, Dapdiamides biosynthesis, Fosfomycin biosynthesis, Cremeomycin biosynthesis, Fumagillin biosynthesis, Pentalenolactone biosynthesis, Terpentecin biosynthesis, Roseoflavin biosynthesis, Cycloserine biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K19265		
K08483	path:map02060;path:ko02060	Phosphotransferase system (PTS);Phosphotransferase system (PTS)
K02784	path:map02060;path:ko02060	Phosphotransferase system (PTS);Phosphotransferase system (PTS)
K02793	path:map00051;path:ko00051;path:map00520;path:ko00520;path:map01100;path:ko01100;path:map02060;path:ko02060	Fructose and mannose metabolism;Fructose and mannose metabolism;Amino sugar and nucleotide sugar metabolism;Amino sugar and nucleotide sugar metabolism;Metabolic pathways;Metabolic pathways;Phosphotransferase system (PTS);Phosphotransferase system (PTS)
K24138	path:map00480;path:ko00480;path:map01100;path:ko01100	Glutathione metabolism;Glutathione metabolism;Metabolic pathways;Metabolic pathways
K02961	path:map03010;path:ko03010	Ribosome;Ribosome
K02904	path:map03010;path:ko03010	Ribosome;Ribosome
K02878	path:map03010;path:ko03010	Ribosome;Ribosome
K02982	path:map03010;path:ko03010	Ribosome;Ribosome
K02965	path:map03010;path:ko03010	Ribosome;Ribosome
K02886	path:map03010;path:ko03010	Ribosome;Ribosome
K02892	path:map03010;path:ko03010	Ribosome;Ribosome
K02926	path:map03010;path:ko03010	Ribosome;Ribosome
K02906	path:map03010;path:ko03010	Ribosome;Ribosome
K02992	path:map03010;path:ko03010	Ribosome;Ribosome
K07258	path:map00550;path:ko00550;path:map01100;path:ko01100	Peptidoglycan biosynthesis;Peptidoglycan biosynthesis;Metabolic pathways;Metabolic pathways
K07018		
K08973	path:map00860;path:ko00860;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01240;path:ko01240	Porphyrin metabolism;Porphyrin metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of cofactors;Biosynthesis of cofactors
K01061	path:map00361;path:ko00361;path:map00364;path:ko00364;path:map00623;path:ko00623;path:map01100;path:ko01100;path:map01120;path:ko01120	Chlorocyclohexane and chlorobenzene degradation;Chlorocyclohexane and chlorobenzene degradation;Fluorobenzoate degradation;Fluorobenzoate degradation;Toluene degradation;Toluene degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K05595		
K07157		
K18480		
K02067	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02065	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02066	path:map02010;path:ko02010	ABC transporters;ABC transporters
K05515	path:map00550;path:ko00550;path:map01100;path:ko01100;path:map01501;path:ko01501	Peptidoglycan biosynthesis;Peptidoglycan biosynthesis;Metabolic pathways;Metabolic pathways;beta-Lactam resistance;beta-Lactam resistance
K03571		
K03570		
K03569		
K02435	path:map00970;path:ko00970;path:map01100;path:ko01100	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Metabolic pathways
K02433	path:map00970;path:ko00970;path:map01100;path:ko01100	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Metabolic pathways
K02434	path:map00970;path:ko00970;path:map01100;path:ko01100	Aminoacyl-tRNA biosynthesis;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Metabolic pathways
K00762	path:map00240;path:ko00240;path:map01100;path:ko01100;path:map01240;path:ko01240	Pyrimidine metabolism;Pyrimidine metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of cofactors;Biosynthesis of cofactors
K08218	path:map01501;path:ko01501	beta-Lactam resistance;beta-Lactam resistance
K02431		
K10554	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10553	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10552	path:map02010;path:ko02010	ABC transporters;ABC transporters
K02843	path:map00540;path:ko00540;path:map01100;path:ko01100	Lipopolysaccharide biosynthesis;Lipopolysaccharide biosynthesis;Metabolic pathways;Metabolic pathways
K00826	path:map00270;path:ko00270;path:map00280;path:ko00280;path:map00290;path:ko00290;path:map00770;path:ko00770;path:map00966;path:ko00966;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01210;path:ko01210;path:map01230;path:ko01230;path:map01240;path:ko01240	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine biosynthesis;Valine, leucine and isoleucine biosynthesis;Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Glucosinolate biosynthesis;Glucosinolate biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;2-Oxocarboxylic acid metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of amino acids;Biosynthesis of cofactors;Biosynthesis of cofactors
K07645	path:map02020;path:ko02020;path:map02024;path:ko02024	Two-component system;Two-component system;Quorum sensing;Quorum sensing
K07666	path:map02020;path:ko02020;path:map02024;path:ko02024	Two-component system;Two-component system;Quorum sensing;Quorum sensing
K01775	path:map00470;path:ko00470;path:map01100;path:ko01100;path:map01502;path:ko01502	D-Amino acid metabolism;D-Amino acid metabolism;Metabolic pathways;Metabolic pathways;Vancomycin resistance;Vancomycin resistance
K08227		
K21022	path:map02025;path:ko02025	Biofilm formation - Pseudomonas aeruginosa;Biofilm formation - Pseudomonas aeruginosa
K00432	path:map00480;path:ko00480;path:map01100;path:ko01100;path:map04918;path:ko04918;path:map05014;path:ko05014;path:map05016;path:ko05016;path:map05022;path:ko05022	Glutathione metabolism;Glutathione metabolism;Metabolic pathways;Metabolic pathways;Thyroid hormone synthesis;Thyroid hormone synthesis;Amyotrophic lateral sclerosis;Amyotrophic lateral sclerosis;Huntington disease;Huntington disease;Pathways of neurodegeneration - multiple diseases;Pathways of neurodegeneration - multiple diseases
K11473	path:map00630;path:ko00630;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K11472	path:map00630;path:ko00630;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Glyoxylate and dicarboxylate metabolism;Glyoxylate and dicarboxylate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K03320		
K04752		
K07391		
K12283		
K12280		
K12285		
K10927	path:map05111;path:ko05111	Biofilm formation - Vibrio cholerae;Biofilm formation - Vibrio cholerae
K10926	path:map05111;path:ko05111	Biofilm formation - Vibrio cholerae;Biofilm formation - Vibrio cholerae
K02650	path:map02020;path:ko02020	Two-component system;Two-component system
K12278		
K06077		
K00548	path:map00270;path:ko00270;path:map00450;path:ko00450;path:map00670;path:ko00670;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01230;path:ko01230	Cysteine and methionine metabolism;Cysteine and methionine metabolism;Selenocompound metabolism;Selenocompound metabolism;One carbon pool by folate;One carbon pool by folate;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;Biosynthesis of amino acids
K03654	path:map03018;path:ko03018	RNA degradation;RNA degradation
K01596	path:map00010;path:ko00010;path:map00020;path:ko00020;path:map00620;path:ko00620;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120;path:map03320;path:ko03320;path:map04068;path:ko04068;path:map04151;path:ko04151;path:map04152;path:ko04152;path:map04910;path:ko04910;path:map04920;path:ko04920;path:map04922;path:ko04922;path:map04931;path:ko04931;path:map04964;path:ko04964	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Citrate cycle (TCA cycle);Pyruvate metabolism;Pyruvate metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments;PPAR signaling pathway;PPAR signaling pathway;FoxO signaling pathway;FoxO signaling pathway;PI3K-Akt signaling pathway;PI3K-Akt signaling pathway;AMPK signaling pathway;AMPK signaling pathway;Insulin signaling pathway;Insulin signaling pathway;Adipocytokine signaling pathway;Adipocytokine signaling pathway;Glucagon signaling pathway;Glucagon signaling pathway;Insulin resistance;Insulin resistance;Proximal tubule bicarbonate reclamation;Proximal tubule bicarbonate reclamation
K26441		
K23509	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10820	path:map02010;path:ko02010	ABC transporters;ABC transporters
K23508	path:map02010;path:ko02010	ABC transporters;ABC transporters
K01785	path:map00010;path:ko00010;path:map00052;path:ko00052;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Glycolysis / Gluconeogenesis;Glycolysis / Gluconeogenesis;Galactose metabolism;Galactose metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K21699		
K00140	path:map00280;path:ko00280;path:map00410;path:ko00410;path:map00562;path:ko00562;path:map00640;path:ko00640;path:map01100;path:ko01100;path:map01200;path:ko01200	Valine, leucine and isoleucine degradation;Valine, leucine and isoleucine degradation;beta-Alanine metabolism;beta-Alanine metabolism;Inositol phosphate metabolism;Inositol phosphate metabolism;Propanoate metabolism;Propanoate metabolism;Metabolic pathways;Metabolic pathways;Carbon metabolism;Carbon metabolism
K15738		
K01041	path:map00310;path:ko00310;path:map01100;path:ko01100;path:map01120;path:ko01120	Lysine degradation;Lysine degradation;Metabolic pathways;Metabolic pathways;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K05350	path:map00460;path:ko00460;path:map00500;path:ko00500;path:map00946;path:ko00946;path:map00999;path:ko00999;path:map01100;path:ko01100;path:map01110;path:ko01110	Cyanoamino acid metabolism;Cyanoamino acid metabolism;Starch and sucrose metabolism;Starch and sucrose metabolism;Degradation of flavonoids;Degradation of flavonoids;Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis;Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites
K00252	path:map00071;path:ko00071;path:map00310;path:ko00310;path:map00362;path:ko00362;path:map00380;path:ko00380;path:map01100;path:ko01100;path:map01110;path:ko01110;path:map01120;path:ko01120	Fatty acid degradation;Fatty acid degradation;Lysine degradation;Lysine degradation;Benzoate degradation;Benzoate degradation;Tryptophan metabolism;Tryptophan metabolism;Metabolic pathways;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Microbial metabolism in diverse environments
K17722	path:map00240;path:ko00240;path:map00410;path:ko00410;path:map00770;path:ko00770;path:map01100;path:ko01100	Pyrimidine metabolism;Pyrimidine metabolism;beta-Alanine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways
K17723	path:map00240;path:ko00240;path:map00410;path:ko00410;path:map00770;path:ko00770;path:map01100;path:ko01100	Pyrimidine metabolism;Pyrimidine metabolism;beta-Alanine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Metabolic pathways;Metabolic pathways
K01464	path:map00240;path:ko00240;path:map00410;path:ko00410;path:map00770;path:ko00770;path:map00983;path:ko00983;path:map01100;path:ko01100	Pyrimidine metabolism;Pyrimidine metabolism;beta-Alanine metabolism;beta-Alanine metabolism;Pantothenate and CoA biosynthesis;Pantothenate and CoA biosynthesis;Drug metabolism - other enzymes;Drug metabolism - other enzymes;Metabolic pathways;Metabolic pathways
K09922		
K11209		
K07814		
K11527		
K05812		
K00007	path:map00040;path:ko00040;path:map00051;path:ko00051;path:map01100;path:ko01100	Pentose and glucuronate interconversions;Pentose and glucuronate interconversions;Fructose and mannose metabolism;Fructose and mannose metabolism;Metabolic pathways;Metabolic pathways
K10229	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10228	path:map02010;path:ko02010	ABC transporters;ABC transporters
K10227	path:map02010;path:ko02010	ABC transporters;ABC transporters
K23163	path:map00920;path:ko00920;path:map02010;path:ko02010	Sulfur metabolism;Sulfur metabolism;ABC transporters;ABC transporters
K07002		
K22348		
K07112		
K07274		
